Frequency (Hz)	Level (dB)
6330.761719	-58.156765
6352.294922	-58.378826
6373.828125	-58.180119
6395.361328	-58.254131
6416.894531	-58.250450
6438.427734	-58.315815
6459.960938	-58.387203
6481.494141	-59.068291
6503.027344	-59.025486
6524.560547	-59.125282
6546.093750	-59.548824
6567.626953	-59.484352
6589.160156	-59.706234
6610.693359	-59.817089
6632.226562	-59.537647
6653.759766	-59.250652
6675.292969	-59.503338
6696.826172	-59.858898
6718.359375	-59.795986
6739.892578	-59.773079
6761.425781	-60.077095
6782.958984	-60.131264
6804.492188	-60.155376
6826.025391	-60.162277
6847.558594	-60.060352
6869.091797	-60.160053
6890.625000	-60.338863
6912.158203	-60.287697
6933.691406	-60.495060
6955.224609	-60.377869
6976.757812	-60.500744
6998.291016	-60.560238
7019.824219	-60.802219
7041.357422	-60.709557
7062.890625	-60.666149
7084.423828	-60.642757
7105.957031	-60.690273
7127.490234	-60.643620
7149.023438	-60.820286
7170.556641	-60.674610
7192.089844	-60.607773
7213.623047	-60.732903
7235.156250	-60.851612
7256.689453	-60.307278
7278.222656	-60.318363
7299.755859	-60.152168
7321.289062	-60.038521
7342.822266	-59.740974
7364.355469	-59.456757
7385.888672	-59.298195
7407.421875	-59.150002
7428.955078	-58.896118
7450.488281	-58.865749
7472.021484	-59.307117
7493.554688	-59.548626
7515.087891	-60.042645
7536.621094	-60.434898
7558.154297	-60.433559
7579.687500	-60.350208
7601.220703	-60.795193
7622.753906	-61.077816
7644.287109	-61.411354
7665.820312	-61.572731
7687.353516	-61.530151
7708.886719	-61.999035
7730.419922	-61.969013
7751.953125	-61.699570
7773.486328	-61.187786
7795.019531	-61.351418
7816.552734	-61.837364
7838.085938	-62.074020
7859.619141	-62.145527
7881.152344	-62.256088
7902.685547	-62.363190
7924.218750	-62.711578
7945.751953	-62.456989
7967.285156	-62.324982
7988.818359	-61.988396
8010.351562	-60.695904
8031.884766	-61.101601
8053.417969	-61.752365
8074.951172	-61.391903
8096.484375	-61.487122
8118.017578	-61.962051
8139.550781	-62.020329
8161.083984	-61.903568
8182.617188	-62.114902
8204.150391	-62.613014
8225.683594	-62.123489
8247.216797	-61.815727
8268.750000	-61.909210
8290.283203	-61.659412
8311.816406	-60.761875
8333.349609	-60.883327
8354.882812	-61.145706
8376.416016	-61.403900
8397.949219	-61.677662
8419.482422	-61.530956
8441.015625	-61.934944
8462.548828	-62.203514
8484.082031	-62.199791
8505.615234	-62.214241
8527.148438	-62.122498
8548.681641	-62.362194
8570.214844	-62.711273
8591.748047	-62.857067
8613.281250	-63.090179
8634.814453	-63.113644
8656.347656	-63.311081
8677.880859	-63.552662
8699.414062	-63.524071
8720.947266	-63.076385
8742.480469	-63.088192
8764.013672	-63.022484
8785.546875	-62.782436
8807.080078	-62.756863
8828.613281	-62.675919
8850.146484	-62.824177
8871.679688	-63.036392
8893.212891	-62.503277
8914.746094	-62.177197
8936.279297	-62.004723
8957.812500	-61.837475
8979.345703	-62.253147
9000.878906	-62.951286
9022.412109	-62.934753
9043.945312	-62.757000
9065.478516	-62.907532
9087.011719	-63.312168
9108.544922	-63.519344
9130.078125	-63.395432
9151.611328	-63.386921
9173.144531	-63.243347
9194.677734	-63.315014
9216.210938	-63.347034
9237.744141	-63.459526
9259.277344	-63.275322
9280.810547	-63.219543
9302.343750	-62.996506
9323.876953	-62.957054
9345.410156	-62.990547
9366.943359	-63.023930
9388.476562	-63.124275
9410.009766	-63.154625
9431.542969	-63.200260
9453.076172	-63.142540
9474.609375	-63.001190
9496.142578	-63.016785
9517.675781	-63.097160
9539.208984	-63.126682
9560.742188	-63.352081
9582.275391	-63.482868
9603.808594	-63.089085
9625.341797	-62.918144
9646.875000	-62.989418
9668.408203	-63.391384
9689.941406	-63.235924
9711.474609	-63.167557
9733.007812	-63.598007
9754.541016	-63.992790
9776.074219	-64.003777
9797.607422	-63.696354
9819.140625	-63.556507
9840.673828	-63.426723
9862.207031	-63.414604
9883.740234	-63.166447
9905.273438	-62.628761
9926.806641	-62.313095
9948.339844	-63.193260
9969.873047	-63.560123
9991.406250	-63.430550
10012.939453	-63.580517
10034.472656	-63.419895
10056.005859	-63.297127
10077.539062	-63.532898
10099.072266	-63.203522
10120.605469	-63.325771
10142.138672	-63.499008
10163.671875	-63.640858
10185.205078	-63.901333
10206.738281	-63.873463
10228.271484	-63.735622
10249.804688	-63.490654
10271.337891	-63.354130
10292.871094	-63.374016
10314.404297	-63.381203
10335.937500	-63.096806
10357.470703	-62.936081
10379.003906	-62.840553
10400.537109	-62.878296
10422.070312	-62.790962
10443.603516	-62.611320
10465.136719	-62.568806
10486.669922	-62.772369
10508.203125	-63.209835
10529.736328	-63.226372
10551.269531	-63.164127
10572.802734	-63.297634
10594.335938	-63.182846
10615.869141	-62.965271
10637.402344	-62.888756
10658.935547	-62.971184
10680.468750	-63.068466
10702.001953	-63.468273
10723.535156	-63.903927
10745.068359	-63.781185
10766.601562	-63.563457
10788.134766	-63.205807
10809.667969	-62.585861
10831.201172	-61.440357
10852.734375	-60.421703
10874.267578	-60.089386
10895.800781	-59.909409
10917.333984	-60.594379
10938.867188	-61.091866
10960.400391	-61.979507
10981.933594	-62.381641
11003.466797	-62.834991
11025.000000	-63.004257
11046.533203	-63.164776
11068.066406	-63.519924
11089.599609	-63.758350
11111.132812	-63.691906
11132.666016	-63.494541
11154.199219	-63.435390
11175.732422	-63.367195
11197.265625	-63.647804
11218.798828	-64.017685
11240.332031	-64.034149
11261.865234	-63.947453
11283.398438	-63.695671
11304.931641	-63.987007
11326.464844	-64.203964
11347.998047	-64.338631
11369.531250	-64.711227
11391.064453	-64.682777
11412.597656	-64.502182
11434.130859	-64.232094
11455.664062	-64.518448
11477.197266	-64.441383
11498.730469	-64.119377
11520.263672	-64.255318
11541.796875	-64.670433
11563.330078	-64.875832
11584.863281	-64.905540
11606.396484	-64.825340
11627.929688	-64.496826
11649.462891	-64.545227
11670.996094	-64.397415
11692.529297	-63.731552
11714.062500	-63.412075
11735.595703	-62.325249
11757.128906	-62.802197
11778.662109	-64.153122
11800.195312	-64.425110
11821.728516	-65.053177
11843.261719	-65.781975
11864.794922	-66.149246
11886.328125	-66.369583
11907.861328	-66.420876
11929.394531	-66.470032
11950.927734	-66.266632
11972.460938	-65.805855
11993.994141	-66.098816
12015.527344	-66.087860
12037.060547	-65.997772
12058.593750	-66.340515
12080.126953	-66.396690
12101.660156	-66.204720
12123.193359	-66.123878
12144.726562	-65.404747
12166.259766	-65.288429
12187.792969	-65.979858
12209.326172	-66.046364
12230.859375	-65.803566
12252.392578	-66.128746
12273.925781	-66.275414
12295.458984	-65.419380
12316.992188	-64.927238
12338.525391	-64.631607
12360.058594	-64.915451
12381.591797	-65.771057
12403.125000	-66.096069
12424.658203	-66.355286
12446.191406	-67.003662
12467.724609	-66.521866
12489.257812	-66.170059
12510.791016	-66.358360
12532.324219	-66.730064
12553.857422	-66.934685
12575.390625	-66.839294
12596.923828	-66.924782
12618.457031	-66.924911
12639.990234	-67.147926
12661.523438	-66.574425
12683.056641	-66.965034
12704.589844	-67.347382
12726.123047	-67.426620
12747.656250	-67.440773
12769.189453	-66.937614
12790.722656	-67.041039
12812.255859	-67.233589
12833.789062	-67.405403
12855.322266	-67.811440
12876.855469	-68.121201
12898.388672	-68.363129
12919.921875	-67.994370
12941.455078	-67.833145
12962.988281	-68.211960
12984.521484	-68.690414
13006.054688	-69.078995
13027.587891	-69.276451
13049.121094	-69.288582
13070.654297	-69.075294
13092.187500	-69.114235
13113.720703	-68.803925
13135.253906	-69.113754
13156.787109	-69.475899
13178.320312	-69.263046
13199.853516	-69.084747
13221.386719	-69.687012
13242.919922	-69.785706
13264.453125	-69.270035
13285.986328	-68.945152
13307.519531	-68.294121
13329.052734	-68.012688
13350.585938	-67.930954
13372.119141	-67.758354
13393.652344	-67.958969
13415.185547	-67.999641
13436.718750	-68.213211
13458.251953	-68.485199
13479.785156	-68.225014
13501.318359	-68.160400
13522.851562	-68.271568
13544.384766	-67.997902
13565.917969	-68.029259
13587.451172	-67.960106
13608.984375	-68.033600
13630.517578	-68.080124
13652.050781	-67.940681
13673.583984	-67.663391
13695.117188	-68.162971
13716.650391	-69.417984
13738.183594	-69.867203
13759.716797	-70.068924
13781.250000	-70.653610
13802.783203	-71.210587
13824.316406	-71.465530
13845.849609	-71.336639
13867.382812	-71.093819
13888.916016	-71.169556
13910.449219	-71.364265
13931.982422	-71.214462
13953.515625	-71.266853
13975.048828	-71.699608
13996.582031	-71.892868
14018.115234	-72.181557
14039.648438	-72.500854
14061.181641	-72.588646
14082.714844	-72.500206
14104.248047	-72.409393
14125.781250	-72.647881
14147.314453	-72.253494
14168.847656	-71.943039
14190.380859	-72.080826
14211.914062	-72.272858
14233.447266	-72.360435
14254.980469	-72.193008
14276.513672	-72.314827
14298.046875	-72.713638
14319.580078	-72.920601
14341.113281	-73.013580
14362.646484	-73.074097
14384.179688	-72.742455
14405.712891	-72.554001
14427.246094	-72.642471
14448.779297	-72.552605
14470.312500	-72.618774
14491.845703	-72.336617
14513.378906	-71.592171
14534.912109	-71.177864
14556.445312	-70.888588
14577.978516	-71.105980
14599.511719	-72.102859
14621.044922	-72.427765
14642.578125	-72.894882
14664.111328	-73.277916
14685.644531	-73.101791
14707.177734	-73.123581
14728.710938	-73.341499
14750.244141	-73.697678
14771.777344	-74.160995
14793.310547	-74.491013
14814.843750	-74.623825
14836.376953	-74.843414
14857.910156	-74.891159
14879.443359	-74.818130
14900.976562	-74.764565
14922.509766	-74.845596
14944.042969	-74.263145
14965.576172	-73.003822
14987.109375	-71.837936
15008.642578	-71.446663
15030.175781	-72.247688
15051.708984	-72.614441
15073.242188	-72.706764
15094.775391	-72.561699
15116.308594	-72.468674
15137.841797	-71.152374
15159.375000	-71.602440
15180.908203	-72.566399
15202.441406	-72.097946
15223.974609	-73.253891
15245.507812	-73.527504
15267.041016	-73.884415
15288.574219	-73.410759
15310.107422	-72.963875
15331.640625	-72.875671
15353.173828	-71.375954
15374.707031	-70.323112
15396.240234	-72.077156
15417.773438	-74.783905
15439.306641	-75.590080
15460.839844	-75.626328
15482.373047	-76.055153
15503.906250	-76.668007
15525.439453	-76.942368
15546.972656	-76.779175
15568.505859	-76.734871
15590.039062	-77.056404
15611.572266	-77.363312
15633.105469	-77.305382
15654.638672	-76.930031
15676.171875	-76.774590
15697.705078	-77.156136
15719.238281	-77.289864
15740.771484	-77.124214
15762.304688	-76.938744
15783.837891	-76.667068
15805.371094	-76.331352
15826.904297	-76.157867
15848.437500	-76.078751
15869.970703	-76.114510
15891.503906	-75.725052
15913.037109	-75.123573
15934.570312	-74.555069
15956.103516	-74.020065
15977.636719	-74.088165
15999.169922	-74.416931
16020.703125	-75.368698
16042.236328	-76.047073
16063.769531	-77.160324
16085.302734	-78.399422
16106.835938	-78.836342
16128.369141	-79.244148
16149.902344	-79.488091
16171.435547	-79.772110
16192.968750	-79.804436
16214.501953	-80.003410
16236.035156	-80.280861
16257.568359	-80.055237
16279.101562	-80.082443
16300.634766	-80.267174
16322.167969	-80.332848
16343.701172	-80.603081
16365.234375	-80.644341
16386.767578	-80.757645
16408.300781	-81.018349
16429.833984	-81.223404
16451.367188	-81.371567
16472.900391	-81.403511
16494.433594	-81.032021
16515.966797	-81.198891
16537.500000	-81.434212
16559.033203	-81.596809
16580.566406	-81.235550
16602.099609	-81.213951
16623.632812	-81.199013
16645.166016	-81.003548
16666.699219	-80.824837
16688.232422	-81.023254
16709.765625	-81.507851
16731.298828	-81.781036
16752.832031	-81.780029
16774.365234	-81.202522
16795.898438	-81.206078
16817.431641	-81.738373
16838.964844	-81.987244
16860.498047	-82.133469
16882.031250	-82.015892
16903.564453	-81.764534
16925.097656	-81.781311
16946.630859	-82.525093
16968.164062	-82.951591
16989.697266	-82.990616
17011.230469	-83.242836
17032.763672	-83.574394
17054.296875	-83.210899
17075.830078	-82.537773
17097.363281	-82.164497
17118.896484	-82.176125
17140.429688	-81.728355
17161.962891	-80.479324
17183.496094	-80.328857
17205.029297	-79.686394
17226.562500	-80.289299
17248.095703	-80.605629
17269.628906	-80.773239
17291.162109	-81.100533
17312.695312	-81.537895
17334.228516	-81.839211
17355.761719	-81.970123
17377.294922	-81.460770
17398.828125	-81.356163
17420.361328	-80.889984
17441.894531	-80.151726
17463.427734	-80.347305
17484.960938	-81.434013
17506.494141	-81.868324
17528.027344	-81.827621
17549.560547	-81.515633
17571.093750	-81.193604
17592.626953	-81.189735
17614.160156	-80.814026
17635.693359	-80.281616
17657.226562	-79.559692
17678.759766	-79.193649
17700.292969	-79.606682
17721.826172	-79.236320
17743.359375	-77.991714
17764.892578	-77.631149
17786.425781	-77.739601
17807.958984	-77.406578
17829.492188	-76.905548
17851.025391	-76.422432
17872.558594	-75.860962
17894.091797	-75.791145
17915.625000	-76.126221
17937.158203	-75.766373
17958.691406	-76.222107
17980.224609	-77.200020
18001.757812	-77.844269
18023.291016	-78.422165
18044.824219	-77.981789
18066.357422	-77.554321
18087.890625	-77.728828
18109.423828	-77.325050
18130.957031	-77.253700
18152.490234	-77.408447
18174.023438	-77.139503
18195.556641	-78.183678
18217.089844	-78.753532
18238.623047	-78.985573
18260.156250	-79.345062
18281.689453	-79.855492
18303.222656	-78.418518
18324.755859	-77.646774
18346.289062	-78.736900
18367.822266	-80.852959
18389.355469	-81.114349
18410.888672	-80.843567
18432.421875	-81.422707
18453.955078	-81.913857
18475.488281	-82.212433
18497.021484	-81.826355
18518.554688	-81.774582
18540.087891	-81.983391
18561.621094	-82.203705
18583.154297	-81.863342
18604.687500	-80.990341
18626.220703	-81.207619
18647.753906	-79.145317
18669.287109	-76.926453
18690.820312	-78.813744
18712.353516	-79.967743
18733.886719	-79.920425
18755.419922	-80.494148
18776.953125	-80.977692
18798.486328	-81.197937
18820.019531	-81.749924
18841.552734	-82.666611
18863.085938	-83.532356
18884.619141	-84.421303
18906.152344	-84.947296
18927.685547	-85.065315
18949.218750	-84.942627
18970.751953	-84.377411
18992.285156	-83.905777
19013.818359	-83.363541
19035.351562	-83.426643
19056.884766	-83.566986
19078.417969	-83.882248
19099.951172	-82.926979
19121.484375	-81.777115
19143.017578	-82.564064
19164.550781	-83.245895
19186.083984	-82.826553
19207.617188	-83.215904
19229.150391	-84.478737
19250.683594	-85.443367
19272.216797	-86.514191
19293.750000	-88.982437
19315.283203	-91.685463
19336.816406	-92.316940
19358.349609	-93.421028
19379.882812	-95.707771
19401.416016	-97.324448
19422.949219	-99.679497
19444.482422	-103.058105
19466.015625	-107.988617
19487.548828	-112.733871
19509.082031	-115.703545
19530.615234	-119.428772
19552.148438	-123.112968
19573.681641	-126.170273
19595.214844	-128.862518
19616.748047	-132.029144
19638.281250	-134.018204
19659.814453	-134.019211
19681.347656	-135.529526
19702.880859	-136.396530
19724.414062	-136.104202
19745.947266	-136.577927
19767.480469	-138.887756
19789.013672	-140.224228
19810.546875	-138.927399
19832.080078	-137.601334
19853.613281	-137.320251
19875.146484	-138.040497
19896.679688	-138.496948
19918.212891	-137.021744
19939.746094	-135.229202
19961.279297	-135.430511
19982.812500	-137.227524
20004.345703	-138.528778
20025.878906	-139.269501
20047.412109	-139.597656
20068.945312	-139.712585
20090.478516	-139.550552
20112.011719	-139.144348
20133.544922	-138.939270
20155.078125	-139.784668
20176.611328	-139.875824
20198.144531	-138.836502
20219.677734	-138.661636
20241.210938	-139.421982
20262.744141	-141.558670
20284.277344	-141.152451
20305.810547	-138.448318
20327.343750	-137.539597
20348.876953	-136.972992
20370.410156	-137.340591
20391.943359	-138.269470
20413.476562	-138.788940
20435.009766	-139.617203
20456.542969	-140.872131
20478.076172	-140.866821
20499.609375	-137.474136
20521.142578	-136.730042
20542.675781	-135.029068
20564.208984	-136.474533
20585.742188	-140.353653
20607.275391	-139.781891
20628.808594	-139.882996
20650.341797	-141.749741
20671.875000	-143.093216
20693.408203	-142.429596
20714.941406	-141.789001
20736.474609	-141.713272
20758.007812	-141.788940
20779.541016	-139.332611
20801.074219	-137.210876
20822.607422	-133.718719
20844.140625	-135.524475
20865.673828	-140.799072
20887.207031	-139.643784
20908.740234	-139.704254
20930.273438	-140.325226
20951.806641	-141.896820
20973.339844	-140.150604
20994.873047	-137.387772
21016.406250	-136.608963
21037.939453	-136.719070
21059.472656	-138.982788
21081.005859	-140.960693
21102.539062	-140.817612
21124.072266	-140.821793
21145.605469	-141.756378
21167.138672	-142.351562
21188.671875	-140.063904
21210.205078	-137.581512
21231.738281	-136.799408
21253.271484	-137.177536
21274.804688	-137.285248
21296.337891	-136.684723
21317.871094	-135.085373
21339.404297	-135.689972
21360.937500	-138.100159
21382.470703	-137.649734
21404.003906	-135.588867
21425.537109	-135.918518
21447.070312	-137.256638
21468.603516	-136.924133
21490.136719	-135.256409
21511.669922	-138.290543
21533.203125	-140.358276
21554.736328	-140.540588
21576.269531	-139.328674
21597.802734	-138.196060
21619.335938	-138.985153
21640.869141	-141.165543
21662.402344	-139.160172
21683.935547	-136.106583
21705.468750	-135.527176
21727.001953	-135.610764
21748.535156	-137.969452
21770.068359	-140.892502
21791.601562	-140.230865
21813.134766	-140.112778
21834.667969	-141.437622
21856.201172	-142.263840
21877.734375	-139.427170
21899.267578	-138.188751
21920.800781	-138.441467
21942.333984	-139.634354
21963.867188	-141.362106
21985.400391	-141.191467
22006.933594	-140.594101
22028.466797	-141.553513
